date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"january 14, 2019","['aquino iv, paolo benigno ""bam""']",2139,an act reorganizing comelec offices,an act reorganizing the offices of the commission on elections (comelec),National,pending in the committee (1/14/2019),"['Commission on Election (Comelec)', 'Reorganization']","['Civil Service, Government Reorganization and Professional Regulation']","['Electoral Reforms  and Peoples Participation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2139
"january 14, 2019","['hontiveros, risa']",2138,lingap para kay lolo at lola act,"an act granting universal social pension to all senior citizens aged 65 years old and above, amending for this purpose republic act no. 7432, as amended.",National,pending in the committee (1/14/2019),"['Senior Citizen/Elderly', 'Pension']","['Social Justice, Welfare and Rural Development']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2138
"december 13, 2018","['gatchalian, sherwin t.']",2137,electric vehicles and charging stations act of 2018,"an act providing the national energy policy and regulatory framework for the use of electric and hybrid vehicles, and the establishment of electric charging stations",National,pending in the committee (1/14/2019),"['Electric Vehicles', 'E-Vehicle (Electronic Vehicles)', 'Motor Vehicles', 'Hybrid Cars']",['Energy'],"['Public Services', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2137
"december 13, 2018","['angara, juan edgardo ""sonny"" m.']",2136,condonation of loan interest arrearages and penalties in favor of local water districts  act of 2018,an act granting one-time condonation of interest arrearages and penalties in favor of qualified local water districts (lwds) pertaining to their loans with the local water utilities administration (lwua),National,pending in the committee (1/14/2019),"['Local Water Districts', 'Condonation', 'Loans/Forbearances (Rates of Interest)', 'Local Water Utilities Administration (LWUA)']",['Government Corporations and Public Enterprises'],['Ways and Means'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2136
"december 13, 2018","['angara, juan edgardo ""sonny"" m.']",2135,"maritime safety, security and prevention of ship-sourced pollution act of the philippines",an act providing for the full and effective implementation and enforcement of international maritime instruments of which the philippines is a state-party,National,pending in the committee (1/14/2019),"['Maritime Safety', 'Ship Pollution']",['Public Services'],['Foreign Relations'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2135
"december 13, 2018","['hontiveros, risa']",2134,divorce act of 2018,an act instituting absolute divorce in the philippines,National,pending in the committee (1/14/2019),['Divorce'],"['Women, Children, Family Relations and Gender Equality']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2134
"december 11, 2018","['gordon, richard j', ' gatchalian, sherwin t.']",2133,freeport area of bataan (fab) act,"an act further strengthening the powers and functions of the authority of the freeport area of bataan (afab), amending for this purpose republic act no. 9728, otherwise known as the freeport area of bataan (fab) act of 2009",National,"approved on  second reading, with amendments (2/6/2019)",['Freeport Area of Bataan (FAB)'],['Economic Affairs'],"['Local Government', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2133
"december 10, 2018","['zubiri, juan miguel f.']",2132,consolidated poverty data collection (cpdc) system act,an act establishing a consolidated poverty data collection system and appropriating funds therefor,National,consolidated/substituted in the committee report (1/28/2019),"['Poverty Data Collection', 'Information']","['Social Justice, Welfare and Rural Development']","['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2132
"december 10, 2018","['zubiri, juan miguel f.']",2131,don carlos polytechnic college,an act converting the don carlos polytechnic college into a state college to be known as don carlos polytechnic state college,National,pending in the committee (12/11/2018),['State Colleges and Universities (SCUS)'],"['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2131
"december 10, 2018","['de lima, leila m.']",2130,prison reform act of 2018,an act institutionalizing prison reform and restorative justice in philippine correctional system and for other purposes,National,pending in the committee (12/11/2018),"['Prison Reform', 'Jail Facility/Prison Facility']",['Justice and Human Rights'],"['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2130
"december 10, 2018","['recto, ralph g.']",2129,"abc development corporation, presently known as tv5 network, inc.","an act renewing for another twenty-five (25) years the franchise granted to abc development corporation, presently known as tv5 network, inc., amending for the purpose republic act no. 7831 entitled, ‘an act granting abc development corporation under business name ‘associated broadcasting company,’ a franchise to construct, install, operate and maintain radio and television broadcasting stations in the philippines",National,consolidated/substituted in the committee report (1/28/2019),['Franchise Sales/Franchise Business'],['Public Services'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2129
"december 5, 2018","['ejercito, joseph victor g.']",2128,philippine coast guard general hospital act,"an act establishing and constructing a hospital for the philippine coast guard, it’s personnel and dependents to be known as the philippine coast guard general hospital and appropriating funds therefor",National,pending in the committee (12/10/2018),"['Philippine Coast Guard', 'Hospitals (Government Hospitals)']",['Health and Demography'],"['Public Services', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2128
"december 4, 2018","['small-scale miners, amending sec. 32 and 151 of nircfiled on december 4, 2018 by angara, juan edgardo ""sonny"" m.']",2127,"sale of gold by small-scale miners, amending sec. 32 and 151 of nirc","an act to strengthen the country's gross international reserves (gir), amending for the purpose sections 32 and 151 of the national internal revenue code, as amended, and for other purposes",National,passed by both houses (2/6/2019),"['Peoples Small Scale Mining Act (R.A.No. 7076)', 'Gold', 'National Internal Revenue Code (NIRC)']",['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2127
"december 3, 2018","['binay, maria lourdes nancy s.']",2126,imported produce labeling act,an act requiring the labelling and indication of perishable agricultural commodities imported into the philippines with their country of origin and establishing penalties for violations thereof,National,pending in the committee (12/3/2018),"['Label/Labeling', 'Agricultural Products', 'Imported Goods']",['Agriculture and Food'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2126
"december 3, 2018","['binay, maria lourdes nancy s.']",2125,healthy food choices for kids act,an act establishing a labeling and nutritional awareness program that requires schools to post nutritional content information regarding food served in their canteens,National,pending in the committee (12/3/2018),"['Label/Labeling', 'Nutrition', 'Schools (Public and Private)', 'Children/Child Care']","['Education, Arts and Culture']","['Health and Demography                             ', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2125
"december 3, 2018","['ejercito, joseph victor g.']",2124,amending p.d. no. 1341 (charter of the polytechnic university of the philippines),"an act amending presidential decree number 1341, otherwise known as the charter of the polytechnic university of the philippines",National,pending in the committee (12/3/2018),"['Polytechnic University of the Philippines (PUP)', 'State Colleges and Universities (SCUS)']","['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2124
"december 3, 2018","['angara, juan edgardo ""sonny"" m', ' pimentel, aquilino koko iii l.']",2123,reducing the cost of doing business in local government units,"an act to reduce the cost of doing business in local government units by amending certain provisions in book i i of republic act 7160, otherwise known as the local government code of 1991",National,"pending second reading, ordinary business (12/3/2018)","['Local Government Units (LGUS)', 'Cost of Doing Business']",['Local Government'],"['Trade, Commerce and Entrepreneurship']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2123
"december 3, 2018","['angara, juan edgardo ""sonny"" m', ' escudero, francis ""chiz"" g.']",2122,rationalizing credit financing for local government units,"an act to rationalize credit financing for local government units by amending certain provisions in book i i of republic act 7160, otherwise known as the local government code of 1991",National,"pending second reading, ordinary business (12/3/2018)","['Local Government Units (LGUS)', 'Local Government Code (R.A.No. 7160)']",['Local Government'],"['Banks, Financial Institutions and Currencies      ']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2122
"december 3, 2018","['legarda, loren b', ' trillanes, antonio ""sonny"" f', ' aquino iv, paolo benigno ""bam"", angara, juan edgardo ""sonny"" m', ' de lima, leila m', ' ejercito, joseph victor g', ' zubiri, juan miguel f', ' villanueva, joel']",2121,magna carta of the poor,an act providing for a magna carta of the poor,National,passed by both houses (1/30/2019),['Magna Carta of the Poor'],"['Social Justice, Welfare and Rural Development']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2121
"november 29, 2018","['gatchalian, sherwin t.']",2120,national economic and development authority act of 2018,"an act institutionalizing the national economic and development authority as the independent economic and planning agency of the philippine government, defining its functions and repealing executive order no. 230 series of 1987, as amended, appropriating funds therefor, and for other purposes",National,"pending second reading, special order (12/3/2018)",['National Economic Development Authority (NEDA)'],['Economic Affairs'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2120
